,location,total_sqft,bath,price,bhk
900,Bannerghatta Road,1275.0,2.0,73.0,2
902,Bannerghatta Road,1240.0,2.0,71.0,2
904,Bannerghatta Road,1215.0,2.0,68.0,2
905,Bannerghatta Road,1215.0,2.0,68.0,2
906,Bannerghatta Road,1894.0,3.0,115.0,3
911,Bannerghatta Road,630.0,1.0,35.0,1
912,Bannerghatta Road,1215.0,2.0,68.0,2
913,Bannerghatta Road,1365.0,3.0,76.18,3
914,Bannerghatta Road,1115.0,2.0,78.0,2
917,Bannerghatta Road,1655.0,3.0,90.0,3
920,Bannerghatta Road,1650.0,3.0,94.0,3
921,Bannerghatta Road,905.0,2.0,65.0,2
926,Bannerghatta Road,1460.0,2.0,80.0,3
927,Bannerghatta Road,1340.0,2.0,85.0,2
928,Bannerghatta Road,1711.0,3.0,125.0,3
931,Bannerghatta Road,1115.0,2.0,61.0,2
935,Bannerghatta Road,1640.0,3.0,105.0,3
938,Bannerghatta Road,1527.0,3.0,115.0,3
941,Bannerghatta Road,1550.0,3.0,96.0,3
942,Bannerghatta Road,1200.0,2.0,78.0,2
943,Bannerghatta Road,1885.0,3.0,125.0,3
946,Bannerghatta Road,700.0,1.0,31.2,1
949,Bannerghatta Road,905.0,2.0,58.0,2
951,Bannerghatta Road,1920.0,3.0,122.0,3
952,Bannerghatta Road,2400.0,4.0,180.0,4
956,Bannerghatta Road,1270.0,2.0,73.0,3
957,Bannerghatta Road,1846.0,3.0,120.0,3
959,Bannerghatta Road,1122.5,2.0,61.74,2
960,Bannerghatta Road,1655.0,3.0,95.0,3
963,Bannerghatta Road,1215.0,2.0,65.0,2
964,Bannerghatta Road,1510.0,2.0,110.0,3
967,Bannerghatta Road,1470.0,2.0,85.0,3
969,Bannerghatta Road,970.0,2.0,57.0,2
970,Bannerghatta Road,1527.0,3.0,142.0,3
971,Basavangudi,1500.0,2.0,143.0,3
973,Basavangudi,1036.0,2.0,105.0,2
974,Basavangudi,2600.0,4.0,260.0,4
975,Basavangudi,1600.0,2.0,160.0,3
977,Basavangudi,1825.0,3.0,175.0,3
978,Basavangudi,1800.0,3.0,195.0,3
981,Basavangudi,1050.0,2.0,103.0,2
982,Basavangudi,1350.0,2.0,130.0,3
983,Basavangudi,1485.0,3.0,140.0,3
984,Basavangudi,1180.0,2.0,124.0,2
986,Basavangudi,1200.0,2.0,120.0,2
988,Basavangudi,2453.0,3.0,250.0,4
989,Basaveshwara Nagar,4500.0,5.0,415.0,5
990,Basaveshwara Nagar,1865.0,3.0,145.0,3
991,Basaveshwara Nagar,1200.0,2.0,90.0,2
992,Basaveshwara Nagar,2400.0,4.0,310.0,5
993,Basaveshwara Nagar,1200.0,2.0,80.0,2
994,Basaveshwara Nagar,900.0,2.0,60.0,2
995,Basaveshwara Nagar,1900.0,3.0,150.0,3
996,Basaveshwara Nagar,1200.0,2.0,85.0,2
997,Basaveshwara Nagar,1200.0,2.0,70.0,2
998,Battarahalli,1200.0,2.0,65.0,2
999,Battarahalli,1779.0,3.0,89.61,3
1002,Battarahalli,1777.0,3.0,100.0,3
1005,Battarahalli,1880.0,3.0,94.36,3
1006,Battarahalli,1071.0,2.0,62.0,2
1008,Battarahalli,1636.0,2.0,82.89,2
1009,Battarahalli,1779.0,3.0,90.0,3
1013,Battarahalli,2024.0,3.0,103.0,3
1014,Battarahalli,1097.0,2.0,49.0,2
1015,Begur,1664.0,4.0,65.0,4
1017,Begur,1580.0,3.0,75.0,3
1020,Begur,1475.0,2.0,74.0,3
1021,Begur,3500.0,4.0,185.0,3
1022,Begur,1100.0,2.0,55.0,2
1023,Begur,1306.0,2.0,65.0,2
1024,Begur,1304.0,3.0,65.0,3
1026,Begur,815.0,2.0,40.0,2
1027,Begur,1443.0,2.0,70.0,3
1028,Begur Road,1200.0,2.0,44.0,2
1029,Begur Road,1200.0,2.0,46.8,2
1030,Begur Road,1160.0,2.0,44.0,2
1031,Begur Road,1584.0,3.0,65.0,3
1033,Begur Road,1615.0,3.0,59.76,3
1035,Begur Road,1160.0,2.0,44.08,2
1036,Begur Road,1200.0,2.0,45.0,2
1037,Begur Road,1615.0,3.0,60.0,3
1038,Begur Road,1410.0,2.0,53.0,3
1041,Begur Road,1260.0,2.0,46.62,2
1044,Begur Road,1500.0,2.0,70.0,3
1047,Begur Road,1200.0,2.0,45.0,2
1049,Begur Road,1410.0,2.0,52.17,3
1051,Begur Road,1583.0,3.0,74.4,3
1052,Begur Road,1170.0,2.0,46.0,2
1053,Begur Road,1160.0,2.0,42.92,2
1054,Begur Road,1410.0,2.0,52.17,3
1056,Begur Road,1565.0,2.0,59.76,3
1059,Begur Road,1410.0,2.0,53.58,3
1060,Begur Road,1200.0,2.0,45.0,2
1064,Begur Road,1565.0,2.0,57.91,3
1065,Begur Road,1200.0,2.0,45.6,2
1069,Begur Road,1200.0,2.0,44.4,2
1072,Begur Road,2464.5,6.0,118.0,4
1073,Begur Road,1160.0,2.0,44.0,2
1075,Begur Road,952.0,2.0,42.0,2
1079,Begur Road,1240.0,2.0,45.88,2
1080,Begur Road,1200.0,3.0,50.0,3
1082,Begur Road,1200.0,2.0,44.0,2
1084,Begur Road,1100.0,2.0,42.6,2
1085,Begur Road,1565.0,2.0,57.91,3
1086,Begur Road,1200.0,2.0,44.4,2
1089,Begur Road,1200.0,2.0,44.73,2
1091,Begur Road,1410.0,2.0,54.99,3
1092,Bellandur,1767.0,3.0,103.0,3
1093,Bellandur,1205.0,2.0,66.0,2
1094,Bellandur,1250.0,2.0,76.0,2
1096,Bellandur,1281.0,2.0,74.0,2
1098,Bellandur,2025.0,4.0,109.0,4
1099,Bellandur,1490.0,2.0,98.0,3
1101,Bellandur,2039.0,3.0,168.0,3
1105,Bellandur,1299.0,2.0,82.0,2
1106,Bellandur,900.0,2.0,56.0,2
1107,Bellandur,1350.0,2.0,79.0,2
1109,Bellandur,3016.0,4.0,230.0,4
1110,Bellandur,1457.0,2.0,85.0,2
1112,Bellandur,1050.0,2.0,72.0,2
1113,Bellandur,3600.0,4.0,260.0,4
1114,Bellandur,1310.0,2.0,72.0,2
1116,Bellandur,1785.0,3.0,118.0,3
1117,Bellandur,1051.0,2.0,60.0,2
1119,Bellandur,1060.0,2.0,65.0,2
1120,Bellandur,1100.0,2.0,62.0,2
1124,Bellandur,1685.0,3.0,100.0,3
1125,Bellandur,982.0,2.0,55.0,2
1128,Bellandur,1063.0,2.0,58.0,2
1131,Bellandur,1281.0,2.0,87.0,2
1134,Bellandur,1785.0,3.0,120.0,3
1136,Bellandur,1310.0,2.0,85.0,2
1138,Bellandur,1465.0,3.0,90.0,2
1139,Bellandur,1767.0,3.0,109.0,3
1141,Bellandur,3600.0,4.0,245.0,4
1143,Bellandur,1150.0,2.0,69.44,2
1146,Bellandur,1410.0,3.0,92.0,2
1148,Bellandur,1015.0,2.0,60.0,2
1150,Bellandur,1685.0,3.0,101.0,3
1151,Bellandur,1735.0,3.0,105.0,3
1152,Bellandur,1685.0,3.0,115.0,3
1153,Bellandur,1846.0,3.0,135.0,3
1156,Bellandur,1211.0,2.0,63.0,2
1157,Bellandur,1717.0,3.0,110.0,3
1160,Bellandur,1200.0,2.0,62.0,2
1167,Bellandur,1690.0,2.0,116.0,3
1168,Bellandur,950.0,1.0,40.0,1
1169,Bellandur,850.0,2.0,45.0,2
1170,Bellandur,1454.0,2.0,90.0,2
1173,Bellandur,1435.0,2.0,115.0,3
1175,Bellandur,1260.0,2.0,83.5,2
1176,Bellandur,1535.0,3.0,90.0,3
1177,Bellandur,1047.0,2.0,75.0,2
1180,Benson Town,3200.0,4.0,350.0,3
1181,Benson Town,4460.0,5.0,650.0,4
1182,Benson Town,2850.0,4.0,470.0,3
1183,Benson Town,1300.0,2.0,120.0,2
1184,Benson Town,1567.0,3.0,140.0,2
1185,Benson Town,3633.0,6.0,550.0,4
1186,Benson Town,1688.12,2.0,270.0,2
1187,Benson Town,1805.0,3.0,280.0,3
1188,Benson Town,1688.0,2.0,280.0,2
1189,Bharathi Nagar,1322.0,2.0,68.0,2
1190,Bharathi Nagar,1351.0,2.0,70.0,2
1192,Bharathi Nagar,1351.0,2.0,74.0,2
1194,Bharathi Nagar,1664.0,3.0,69.89,3
1196,Bharathi Nagar,1328.0,2.0,69.0,2
1203,Bhoganhalli,1700.0,3.0,126.0,3
1209,Bhoganhalli,1760.0,3.0,127.0,3
1212,Bhoganhalli,1949.0,3.0,129.0,3
1213,Bhoganhalli,1760.0,3.0,128.0,3
1215,Bhoganhalli,2439.0,4.0,185.0,4
1222,Bhoganhalli,2439.0,5.0,170.0,4
1224,Bhoganhalli,1205.0,2.0,68.32,2
1225,Bhoganhalli,1260.0,2.0,69.9,2
1226,Bhoganhalli,2439.0,4.0,170.0,4
1227,Bhoganhalli,1707.0,3.0,115.0,3
1231,Bhoganhalli,1277.0,2.0,79.89,2
1233,Bhoganhalli,1703.0,3.0,120.0,3
1239,Billekahalli,2400.0,3.0,150.0,3
1240,Billekahalli,2968.0,3.0,225.0,3
1241,Billekahalli,950.0,2.0,58.11,2
1242,Billekahalli,1360.0,2.0,110.0,2
1246,Billekahalli,1805.0,3.0,134.0,3
1248,Binny Pete,665.0,1.0,50.75,1
1249,Binny Pete,2465.0,5.0,234.0,3
1250,Binny Pete,2817.5,2.0,204.0,4
1251,Binny Pete,1245.0,2.0,86.28,2
1252,Binny Pete,660.0,1.0,54.0,1
1253,Binny Pete,665.0,1.0,46.08,1
1254,Binny Pete,660.0,1.0,62.0,1
1255,Binny Pete,1365.0,2.0,122.0,2
1256,Binny Pete,2940.0,6.0,280.0,4
1258,Binny Pete,1740.0,3.0,150.0,3
1260,Binny Pete,1516.0,3.0,147.0,3
1261,Bisuvanahalli,1180.0,3.0,48.0,3
1263,Bisuvanahalli,1075.0,2.0,46.0,3
1266,Bisuvanahalli,1075.0,2.0,45.0,3
1268,Bisuvanahalli,845.0,2.0,33.0,2
1269,Bisuvanahalli,1075.0,2.0,45.0,3
1270,Bisuvanahalli,845.0,2.0,37.0,2
1274,Bisuvanahalli,1075.0,2.0,47.0,3
1276,Bisuvanahalli,1075.0,2.0,50.0,3
1277,Bisuvanahalli,1075.0,2.0,52.0,3
1280,Bisuvanahalli,845.0,2.0,37.0,2
1282,Bisuvanahalli,700.0,1.0,32.0,2
1283,Bisuvanahalli,1075.0,2.0,52.0,3
1284,Bisuvanahalli,1075.0,2.0,50.0,3
1286,Bisuvanahalli,845.0,2.0,33.0,2
1292,Bisuvanahalli,1080.0,2.0,45.0,3
1293,Bisuvanahalli,1180.0,2.0,55.5,3
1294,Bisuvanahalli,1075.0,2.0,47.0,3
1295,Bisuvanahalli,1075.0,2.0,48.0,3
1297,Bisuvanahalli,1075.0,2.0,45.0,3
1298,Bisuvanahalli,1075.0,2.0,44.0,3
1303,Bisuvanahalli,845.0,2.0,34.0,2
1304,Bommanahalli,3000.0,8.0,140.0,8
1305,Bommanahalli,520.0,1.0,19.5,1
1306,Bommanahalli,515.0,1.0,25.0,1
1308,Bommanahalli,1375.0,3.0,59.0,3
1309,Bommanahalli,1250.0,3.0,55.0,3
1310,Bommanahalli,1850.0,3.0,90.0,3
1311,Bommanahalli,910.0,2.0,45.0,2
1313,Bommanahalli,1100.0,1.0,55.0,2
1314,Bommanahalli,1300.0,3.0,45.0,3
1315,Bommanahalli,1350.0,2.0,72.0,2
1316,Bommanahalli,2100.0,4.0,85.0,4
1319,Bommanahalli,1160.0,2.0,53.0,2
1320,Bommanahalli,1050.0,2.0,54.0,2
1321,Bommasandra,1260.0,3.0,49.36,3
1322,Bommasandra,1200.0,3.0,46.0,3
1323,Bommasandra,1035.0,2.0,41.0,2
1324,Bommasandra,1035.0,2.0,41.73,2
1325,Bommasandra,1034.0,2.0,40.0,2
1327,Bommasandra,920.0,2.0,37.46,2
1328,Bommasandra,1035.0,2.0,41.43,2
1329,Bommasandra,1295.0,2.0,50.28,3
1331,Bommasandra,1015.0,2.0,40.0,2
1334,Bommasandra,1005.0,2.0,39.77,2
1336,Bommasandra,1020.0,2.0,40.89,2
1337,Bommasandra,920.0,2.0,37.2,2
1338,Bommasandra,800.0,1.0,32.0,2
1339,Bommasandra,1280.0,3.0,50.0,3
1340,Bommasandra,1942.0,3.0,90.0,3
1341,Bommasandra,1127.0,2.0,45.0,2
1344,Bommasandra,1365.0,3.0,52.81,3
1346,Bommasandra,1260.0,3.0,49.36,3
1347,Bommasandra,1365.0,3.0,52.82,3
1348,Bommasandra,955.0,2.0,37.97,2
1350,Bommasandra,1365.0,3.0,53.96,3
1351,Bommasandra Industrial Area,1090.0,2.0,31.48,2
1352,Bommasandra Industrial Area,1320.0,2.0,38.12,3
1353,Bommasandra Industrial Area,1400.0,2.0,40.44,3
1354,Bommasandra Industrial Area,1320.0,2.0,38.13,3
1355,Bommasandra Industrial Area,1220.0,2.0,35.23,3
1358,Bommasandra Industrial Area,1090.0,2.0,31.48,2
1359,Bommasandra Industrial Area,1310.0,2.0,37.83,3
1360,Bommasandra Industrial Area,1000.0,2.0,28.88,2
1362,Bommasandra Industrial Area,1160.0,2.0,33.51,2
1363,Bommasandra Industrial Area,1125.0,2.0,32.49,2
1364,Bommasandra Industrial Area,1220.0,2.0,35.2,3
1366,Bommasandra Industrial Area,1125.0,2.0,32.49,2
1367,Bommasandra Industrial Area,1130.0,2.0,32.64,2
1369,Bommenahalli,1200.0,3.0,125.0,3
1370,Bommenahalli,1632.0,3.0,145.0,4
1374,Bommenahalli,3339.0,3.0,250.0,3
1375,Bommenahalli,1355.0,3.0,135.0,4
1376,Bommenahalli,1232.0,3.0,96.0,3
1377,Bommenahalli,1632.0,3.0,140.0,4
1378,Brookefield,1150.0,2.0,69.0,2
1379,Brookefield,1142.0,2.0,70.0,2
1383,Brookefield,2800.0,4.0,240.0,4
1384,Brookefield,1476.0,3.0,105.0,3
1385,Brookefield,1700.0,4.0,152.0,4
1386,Brookefield,1262.0,2.0,75.0,2
1387,Brookefield,1139.0,2.0,80.0,2
1388,Brookefield,1125.0,2.0,70.0,2
1389,Brookefield,1420.0,3.0,85.0,3
1397,Brookefield,1950.0,6.0,175.0,5
1400,Brookefield,1200.0,2.0,75.0,2
1403,Brookefield,1270.0,2.0,95.0,2
1404,Brookefield,1706.0,3.0,115.0,3
1405,Brookefield,1389.0,2.0,94.0,2
1407,Brookefield,1225.0,2.0,72.0,2
1409,Brookefield,1746.0,3.0,115.0,3
1411,Brookefield,1560.0,3.0,149.0,4
1413,Brookefield,1382.0,2.0,84.5,2
1415,Brookefield,1206.0,2.0,90.0,2
1417,Brookefield,1594.0,3.0,140.0,3
1419,Budigere,1162.0,2.0,59.9,2
1420,Budigere,1991.0,4.0,103.0,3
1423,Budigere,1139.0,2.0,62.0,2
1427,Budigere,1991.0,4.0,100.0,3
1428,Budigere,664.0,1.0,35.0,1
1429,Budigere,1820.0,3.0,93.0,3
1430,Budigere,1636.0,3.0,85.0,3
1433,Budigere,1139.0,2.0,60.0,2
1435,Budigere,1820.0,3.0,93.0,3
1438,Budigere,1636.0,3.0,85.0,3
1439,Budigere,1636.0,3.0,92.0,3
1442,Budigere,1149.0,2.0,65.0,2
1443,Budigere,664.0,1.0,35.4,1
1447,Budigere,1636.0,3.0,83.0,3
1448,Budigere,664.0,1.0,34.0,1
1451,Budigere,1153.0,2.0,60.0,2
1452,Budigere,1820.0,3.0,99.0,3
1456,Budigere,1820.0,3.0,95.0,3
1457,Budigere,1991.0,4.0,100.0,3
1458,Budigere,1820.0,3.0,95.5,3
1460,Budigere,705.0,1.0,34.545,1
1463,Budigere,1636.0,3.0,88.0,3
1466,Budigere,1153.0,2.0,60.0,2
1472,CV Raman Nagar,1392.0,2.0,98.0,2
1474,CV Raman Nagar,1825.0,3.0,126.0,3
1478,CV Raman Nagar,1560.0,2.0,85.0,2
1479,CV Raman Nagar,1590.0,2.0,85.0,3
1480,CV Raman Nagar,1100.0,2.0,58.0,2
1481,CV Raman Nagar,1051.0,2.0,61.0,2
1483,CV Raman Nagar,1020.0,2.0,55.0,2
1486,CV Raman Nagar,1392.0,2.0,95.0,2
1487,CV Raman Nagar,705.0,2.0,50.0,1
1489,CV Raman Nagar,1400.0,2.0,78.0,3
1490,CV Raman Nagar,1400.0,2.0,78.0,3
1494,Chamrajpet,1475.0,2.0,120.0,3
1495,Chamrajpet,1900.0,2.0,170.0,4
1496,Chamrajpet,1350.0,2.0,180.0,2
1497,Chamrajpet,1050.0,2.0,162.0,2
1498,Chamrajpet,1660.4,4.0,211.0,4
1499,Chamrajpet,505.0,1.0,85.0,1
1500,Chamrajpet,1565.0,3.0,98.91,3
1501,Chamrajpet,730.0,1.0,52.0,2
1502,Chamrajpet,650.0,1.0,40.0,2
1503,Chamrajpet,650.0,2.0,45.0,2
1504,Chamrajpet,1650.0,3.0,115.0,3
1506,Chandapura,645.0,1.0,16.45,1
1507,Chandapura,645.0,1.0,16.45,1
1511,Chandapura,1208.0,3.0,45.0,3
1515,Chandapura,582.5,1.0,15.135,1
1518,Chandapura,1065.0,2.0,33.0,3
1521,Chandapura,850.0,2.0,25.4,2
1523,Chandapura,645.0,1.0,16.45,1
1527,Chandapura,1107.0,2.0,43.0,3
1528,Chandapura,520.0,1.0,14.04,1
1529,Chandapura,1200.0,1.0,36.0,2
1531,Chandapura,645.0,1.0,16.45,1
1533,Chandapura,645.0,1.0,16.45,1
1537,Chandapura,1095.0,2.0,32.0,3
1538,Chandapura,1891.0,2.0,66.165,4
1539,Chandapura,1208.51,3.0,42.0,3
1540,Chandapura,876.0,2.0,29.5,2
1541,Chandapura,645.0,1.0,16.45,1
1544,Chandapura,645.0,1.0,16.45,1
1545,Chandapura,937.0,2.0,30.0,2
1548,Chandapura,800.0,2.0,25.0,2
1549,Chandapura,645.0,1.0,16.45,1
1550,Chandapura,778.0,2.0,25.29,2
1553,Chandapura,1200.0,2.0,36.0,2
1554,Chandapura,645.0,1.0,16.45,1
1555,Chandapura,922.0,2.0,36.0,2
1557,Chandapura,674.0,1.0,19.9,2
1567,Chandapura,1345.0,2.0,39.5,3
1568,Chandapura,1033.0,2.0,30.47,3
1569,Chandapura,971.0,2.0,38.0,3
1571,Chandapura,800.0,1.0,30.0,2
1573,Chandapura,900.0,2.0,35.0,2
1575,Chandapura,520.0,1.0,14.04,1
1578,Chandapura,1323.0,2.0,42.0,3
1581,Chandapura,645.0,1.0,16.45,1
1582,Chandapura,645.0,1.0,16.45,1
1583,Chandapura,1200.0,2.0,36.0,2
1584,Chandapura,740.0,1.0,22.0,2
1585,Chandapura,876.0,2.0,28.47,2
1587,Chandapura,520.0,1.0,14.04,1
1589,Channasandra,1009.0,2.0,38.34,2
1591,Channasandra,1470.0,2.0,90.0,3
1594,Channasandra,4200.0,6.0,180.0,6
1596,Channasandra,1200.0,3.0,67.77,3
1598,Channasandra,1160.0,2.0,55.0,2
1599,Channasandra,1050.0,2.0,41.0,2
1600,Channasandra,1065.0,2.0,40.47,2
1605,Channasandra,808.0,2.0,40.0,2
1609,Channasandra,1500.0,4.0,89.45,4
1615,Channasandra,830.0,2.0,36.28,2
1616,Channasandra,1200.0,3.0,67.77,3
1617,Channasandra,1195.0,2.0,56.0,3
1619,Channasandra,1200.0,2.0,46.13,2
1621,Channasandra,1050.0,2.0,44.41,2
1623,Chikka Tirupathi,2600.0,5.0,120.0,4
1624,Chikka Tirupathi,2325.0,4.0,120.0,4
1625,Chikka Tirupathi,1808.0,4.0,80.27,3
1626,Chikka Tirupathi,3297.0,3.0,135.0,3
1628,Chikka Tirupathi,2646.0,3.0,99.0,3
1630,Chikka Tirupathi,2325.0,3.0,95.0,3
1631,Chikka Tirupathi,2325.0,4.0,120.0,4
1633,Chikka Tirupathi,2665.0,5.0,125.0,4
1634,Chikkabanavar,950.0,2.0,40.0,2
1635,Chikkabanavar,1600.0,2.0,80.0,3
1636,Chikkabanavar,600.0,1.0,25.0,2
1637,Chikkabanavar,2460.0,7.0,80.0,4
1638,Chikkabanavar,2400.0,4.0,97.0,5
1639,Chikkabanavar,2000.0,4.0,65.0,5
1640,Chikkabanavar,1067.0,2.0,38.0,2
1641,Chikkabanavar,1320.0,2.0,46.0,3
1642,Chikkabanavar,4000.0,7.0,110.0,8
1643,Chikkalasandra,1290.0,2.0,56.12,3
1646,Chikkalasandra,875.0,2.0,52.8,2
1648,Chikkalasandra,1800.0,1.0,128.0,2
1651,Chikkalasandra,1428.0,2.0,80.0,3
1654,Chikkalasandra,1270.0,2.0,55.25,3
1657,Chikkalasandra,1230.0,2.0,53.51,3
1658,Chikkalasandra,1290.0,2.0,56.12,3
1661,Chikkalasandra,1390.0,2.0,60.47,3
1668,Chikkalasandra,1290.0,2.0,72.0,2
1669,Chikkalasandra,1275.0,2.0,55.46,3
1673,Choodasandra,1530.0,3.0,77.0,3
1676,Choodasandra,1197.0,2.0,63.0,2
1677,Choodasandra,1465.0,3.0,75.0,3
1679,Choodasandra,1215.0,2.0,59.0,2
1680,Choodasandra,1254.0,2.0,65.0,3
1681,Choodasandra,1580.0,3.0,105.0,3
1682,Choodasandra,725.0,2.0,36.0,2
1683,Choodasandra,2429.0,3.0,210.0,4
1686,Choodasandra,1180.0,2.0,71.22,2
1687,Choodasandra,1140.0,2.0,62.0,2
1689,Choodasandra,1560.0,3.0,78.0,3
1694,Cooke Town,3950.0,4.0,450.0,4
1695,Cooke Town,2388.0,4.0,239.0,3
1696,Cooke Town,1710.0,2.0,200.0,2
1697,Cooke Town,1310.0,2.0,111.0,2
1698,Cooke Town,3900.0,5.0,415.0,4
1699,Cooke Town,2560.0,4.0,310.0,3
1700,Cooke Town,2600.0,3.0,375.0,3
1701,Cooke Town,1100.0,2.0,90.0,2
1702,Cooke Town,2300.0,3.0,250.0,3
1703,Cox Town,1975.0,3.0,150.0,3
1704,Cox Town,1650.0,3.0,100.0,3
1705,Cox Town,1730.0,3.0,140.0,3
1706,Cox Town,1600.0,3.0,150.0,3
1707,Cox Town,1250.0,2.0,95.0,2
1708,Cox Town,1280.0,2.0,120.0,2
1709,Cox Town,1073.0,2.0,72.0,2
1710,Cox Town,1000.0,2.0,58.0,2
1711,Cox Town,1200.0,2.0,140.0,2
1712,Cunningham Road,5270.0,4.0,1250.0,4
1713,Cunningham Road,3875.0,3.0,864.0,3
1714,Cunningham Road,3875.0,3.0,800.0,3
1715,Cunningham Road,3815.0,3.0,763.0,3
1719,Cunningham Road,5108.0,5.0,995.0,4
1721,Cunningham Road,7500.0,6.0,1800.0,4
1723,Dasanapura,708.0,2.0,37.0,2
1724,Dasanapura,708.0,1.0,40.0,2
1726,Dasanapura,1286.0,3.0,61.44,3
1727,Dasanapura,814.0,2.0,42.0,2
1728,Dasanapura,1163.0,2.0,65.0,2
1729,Dasanapura,1286.0,2.0,68.0,3
1731,Dasanapura,708.0,1.0,41.0,1
1732,Dasanapura,814.0,2.0,43.7,2
1734,Dasarahalli,1520.0,2.0,75.0,3
1735,Dasarahalli,1150.0,2.0,70.0,2
1736,Dasarahalli,2100.0,3.0,120.0,3
1739,Dasarahalli,1333.0,2.0,78.56,2
1741,Devanahalli,3210.0,2.0,192.0,4
1742,Devanahalli,1260.0,2.0,66.78,2
1743,Devanahalli,1282.0,2.0,68.52,3
1746,Devanahalli,1408.0,2.0,85.0,2
1747,Devanahalli,1010.0,2.0,51.0,2
1748,Devanahalli,1080.0,2.0,53.35,2
1749,Devanahalli,2400.0,5.0,100.0,5
1752,Devanahalli,1174.0,2.0,59.0,2
1754,Devanahalli,658.0,1.0,34.0,1
1758,Devanahalli,1700.0,3.0,88.2,3
1759,Devanahalli,1498.0,3.0,79.15,3
1760,Devanahalli,1466.0,3.0,77.59,3
1761,Devanahalli,775.0,1.0,39.0,1
1762,Devanahalli,1020.0,2.0,49.87,1
1764,Devanahalli,1550.0,3.0,85.0,3
1767,Devanahalli,2125.0,3.0,107.0,3
1772,Devanahalli,1010.0,2.0,58.0,2
1775,Devanahalli,1075.0,2.0,52.57,1
1776,Devarachikkanahalli,1250.0,2.0,44.0,3
1778,Devarachikkanahalli,1200.0,2.0,83.0,2
1780,Devarachikkanahalli,615.0,1.0,24.0,1
1781,Devarachikkanahalli,1230.0,2.0,58.0,2
1782,Devarachikkanahalli,1425.0,2.0,65.0,3
1783,Devarachikkanahalli,947.0,2.0,43.0,2
1785,Devarachikkanahalli,1417.0,2.0,76.0,3
1786,Devarachikkanahalli,1230.0,2.0,58.0,2
1787,Devarachikkanahalli,1705.0,3.0,75.0,3
1790,Devarachikkanahalli,1700.0,3.0,71.0,3
1791,Dodda Nekkundi,1260.0,2.0,55.0,2
1793,Dodda Nekkundi,1390.0,2.0,60.0,2
1794,Dodda Nekkundi,1804.0,3.0,121.0,3
1795,Dodda Nekkundi,1080.0,2.0,50.0,2
1796,Dodda Nekkundi,1999.0,3.0,132.0,3
1797,Dodda Nekkundi,1100.0,2.0,48.0,2
1798,Dodda Nekkundi,1999.0,3.0,135.0,3
1803,Dodda Nekkundi,1148.0,2.0,56.0,2
1806,Dodda Nekkundi,1829.0,3.0,125.0,3
1810,Dodda Nekkundi,1135.0,2.0,58.0,2
1812,Dodda Nekkundi,1370.0,2.0,60.0,2
1813,Dodda Nekkundi,1200.0,2.0,71.0,2
1815,Dodda Nekkundi,1005.0,2.0,45.0,2
1817,Doddaballapur,1690.0,3.0,80.0,4
1818,Doddaballapur,4200.0,4.0,325.0,4
1819,Doddaballapur,3876.0,3.0,300.0,3
1820,Doddaballapur,2776.0,4.0,195.0,3
1821,Doddaballapur,2440.0,3.0,142.0,3
1822,Doddaballapur,2400.0,3.0,200.0,4
1823,Doddaballapur,654.0,1.0,49.0,1
1824,Doddaballapur,3206.0,5.0,270.0,4
1826,Doddakallasandra,1360.0,2.0,54.39,3
1827,Doddakallasandra,1460.0,2.0,58.39,3
1828,Doddakallasandra,1360.0,2.0,54.4,3
1829,Doddakallasandra,1425.0,2.0,56.99,3
1833,Doddakallasandra,1010.0,2.0,41.0,2
1838,Doddathoguru,1030.0,2.0,42.0,2
1839,Doddathoguru,1549.0,3.0,65.0,3
1841,Doddathoguru,550.0,1.0,17.0,1
1845,Doddathoguru,750.0,1.0,25.5,1
1847,Doddathoguru,855.0,2.0,32.0,2
1848,Doddathoguru,1105.0,2.0,50.0,2
1852,Doddathoguru,1100.0,2.0,50.0,2
1854,Doddathoguru,1382.0,3.0,65.0,3
1855,Doddathoguru,1107.0,2.0,44.0,2
1856,Doddathoguru,907.0,2.0,40.0,2
1857,Doddathoguru,1783.0,3.0,85.0,3
1858,Doddathoguru,550.0,1.0,17.0,1
1862,Domlur,640.0,1.0,55.0,1
1863,Domlur,1050.0,2.0,85.0,2
1867,Domlur,2180.0,3.0,285.0,3
1868,Domlur,650.0,1.0,70.0,1
1869,Domlur,780.0,1.0,70.0,1
1870,Domlur,2180.0,3.0,285.0,3
1873,Domlur,1246.0,2.0,95.0,2
1875,Domlur,1276.0,2.0,80.0,2
1876,Domlur,1850.0,3.0,180.0,3
1878,Domlur,1650.0,3.0,180.0,3
1880,Dommasandra,1033.0,2.0,25.53,3
1881,Dommasandra,1267.0,3.0,56.0,3
1882,Dommasandra,1200.0,2.0,50.0,2
1883,Dommasandra,2700.0,3.0,68.0,4
1884,Dommasandra,1033.0,2.0,31.5,3
1885,Dommasandra,1153.0,2.0,43.5,2
1887,Dommasandra,1090.0,2.0,43.5,2
1892,EPIP Zone,1285.0,2.0,82.0,2
1894,EPIP Zone,1330.0,2.0,92.5,2
1895,EPIP Zone,1330.0,2.0,86.98,2
1896,EPIP Zone,1330.0,2.0,93.36,2
1897,EPIP Zone,3035.0,5.0,200.0,4
1901,EPIP Zone,1734.0,3.0,125.0,3
1902,EPIP Zone,3360.0,5.0,225.0,4
